Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Weather Condition,Recommended Crop
2020-01-26,Chennai,42.7,55,0.0,3.5,Rainy,Bitter Gourd
2015-05-09,Jaipur,35.4,81,226.4,30.1,Foggy,Rice
2023-01-10,Pune,30.1,79,0.0,26.4,Foggy,Watermelon
2018-05-04,Visakhapatnam,33.3,91,0.0,47.5,Rainy,Watermelon
2023-07-06,Indore,13.6,22,0.0,16.0,Cloudy,Mustard
2015-09-12,Visakhapatnam,18.7,34,0.0,18.6,Foggy,Mustard
2019-09-28,Lucknow,10.7,74,0.0,0.6,Rainy,Lentils
2017-06-08,Ahmedabad,22.5,27,0.0,7.4,Cloudy,Pumpkin
2019-01-28,Ahmedabad,24.7,29,0.0,38.1,Foggy,Watermelon
2022-09-19,Mumbai,34.1,28,73.5,17.7,Stormy,Muskmelon
2021-06-28,Indore,36.2,92,0.0,4.7,Drizzle,Cucumber
2016-11-05,Nagpur,27.3,78,0.0,43.4,Rainy,Bitter Gourd
2018-06-25,Visakhapatnam,35.6,81,106.4,4.5,Stormy,Rice
2015-03-26,Kochi,13.7,68,21.1,49.6,Drizzle,Barley
2023-09-17,Bangalore,44.7,79,0.0,28.8,Foggy,Watermelon
2019-10-22,Bhopal,44.9,67,98.4,35.2,Rainy,Pumpkin
2018-05-09,Kochi,10.4,50,0.0,3.7,Rainy,Lentils
2019-10-01,Coimbatore,36.1,71,121.7,37.9,Hazy,Millets
2017-11-26,Nagpur,35.6,58,0.0,27.2,Rainy,Cucumber
2019-07-17,Chandigarh,26.5,21,0.0,24.2,Stormy,Bitter Gourd
2016-02-26,Visakhapatnam,10.5,78,0.0,40.9,Sunny,Gram
2021-05-10,Hyderabad,44.2,49,0.0,2.9,Hazy,Bitter Gourd
2017-01-04,Coimbatore,22.6,85,293.8,33.2,Hazy,Cucumber
2018-12-19,Delhi,30.9,79,180.9,42.4,Sunny,Maize
2022-01-02,Ahmedabad,32.6,30,0.0,30.5,Cloudy,Watermelon
2015-05-11,Indore,13.8,83,0.0,30.7,Foggy,Gram
2018-07-22,Bangalore,19.8,25,0.0,18.9,Sunny,Mustard
2024-09-19,Chennai,18.5,78,0.0,19.3,Foggy,Wheat
2021-03-02,Coimbatore,25.2,45,0.0,15.4,Stormy,Watermelon
2015-07-30,Kochi,13.0,41,99.7,24.0,Sunny,Cucumber
2016-07-17,Bangalore,30.0,45,0.0,25.5,Drizzle,Bitter Gourd
2020-04-19,Bangalore,30.6,28,0.0,21.2,Stormy,Cucumber
2016-12-13,Nagpur,17.2,99,126.7,31.9,Drizzle,Muskmelon
2016-11-05,Ahmedabad,44.1,49,283.6,19.9,Sunny,Cotton
2018-02-18,Ahmedabad,40.4,89,236.4,26.2,Rainy,Millets
2021-04-09,Visakhapatnam,38.6,65,136.5,21.4,Stormy,Pigeon Pea
2018-01-19,Coimbatore,16.8,34,0.0,38.3,Rainy,Peas
2022-08-31,Chandigarh,39.7,68,0.0,48.7,Sunny,Pumpkin
2024-06-13,Ahmedabad,14.3,72,0.0,44.7,Sunny,Wheat
2015-08-07,Patna,17.3,84,0.0,43.0,Foggy,Wheat
2020-02-25,Kolkata,11.9,87,234.5,37.7,Cloudy,Pumpkin
2024-04-06,Delhi,33.8,81,0.0,41.6,Foggy,Pumpkin
2018-10-29,Mumbai,29.4,41,0.0,10.7,Rainy,Bitter Gourd
2015-01-07,Ahmedabad,15.0,74,0.0,8.8,Foggy,Gram
2023-08-17,Bhopal,10.5,59,0.0,9.0,Stormy,Gram
2022-04-22,Pune,13.5,74,0.0,4.1,Stormy,Gram
2019-08-17,Lucknow,13.6,57,206.9,10.8,Sunny,Watermelon
2021-08-16,Bangalore,41.8,60,0.0,19.3,Cloudy,Bitter Gourd
2022-04-16,Pune,42.2,44,0.0,15.8,Cloudy,Watermelon
2015-09-20,Lucknow,18.5,95,0.0,18.1,Rainy,Peas
2019-03-13,Indore,40.7,89,0.0,6.1,Rainy,Cucumber
2020-06-10,Chandigarh,21.4,68,0.0,27.3,Cloudy,Pumpkin
2018-04-23,Pune,30.3,47,26.3,19.7,Stormy,Muskmelon
2018-11-27,Patna,27.7,57,0.0,4.5,Rainy,Cucumber
2022-09-08,Lucknow,13.4,95,0.0,40.3,Hazy,Mustard
2017-03-06,Patna,32.8,49,0.0,1.4,Cloudy,Cucumber
2019-05-17,Chennai,37.5,87,0.0,28.2,Rainy,Bitter Gourd
2020-04-15,Lucknow,13.1,39,111.1,29.5,Drizzle,Pumpkin
2019-06-15,Ahmedabad,32.6,38,0.0,19.6,Foggy,Bitter Gourd
2020-12-22,Kochi,14.9,78,66.6,41.3,Stormy,Cucumber
2023-08-31,Delhi,11.9,59,0.0,6.5,Stormy,Wheat
2016-04-28,Kolkata,12.3,72,0.0,10.4,Foggy,Mustard
2021-04-06,Nagpur,13.8,63,0.0,19.1,Foggy,Gram
2020-08-01,Coimbatore,33.2,96,0.0,11.6,Hazy,Muskmelon
2020-05-29,Chandigarh,30.9,59,260.5,2.6,Cloudy,Cotton
2017-01-22,Kolkata,37.9,99,0.0,31.9,Rainy,Bitter Gourd
2024-01-23,Delhi,18.1,60,235.4,22.5,Cloudy,Watermelon
2019-05-21,Indore,24.4,88,299.9,12.7,Drizzle,Watermelon
2017-01-26,Ahmedabad,41.1,63,0.0,36.9,Drizzle,Pumpkin
2017-01-06,Coimbatore,21.2,37,19.9,0.4,Stormy,Pumpkin
2018-02-11,Chandigarh,42.0,100,0.0,26.6,Drizzle,Muskmelon
2016-04-08,Bangalore,14.6,39,256.2,26.6,Stormy,Bitter Gourd
2020-03-02,Mumbai,33.9,89,0.0,41.1,Sunny,Bitter Gourd
2020-07-24,Kochi,36.0,91,237.0,28.3,Drizzle,Groundnut
2020-02-28,Lucknow,30.8,49,205.9,20.9,Foggy,Soybean
2020-06-07,Visakhapatnam,20.3,52,178.6,11.3,Foggy,Bitter Gourd
2020-02-16,Ahmedabad,38.8,39,0.0,19.6,Foggy,Muskmelon
2020-01-27,Mumbai,33.0,20,0.0,31.4,Hazy,Bitter Gourd
2021-02-15,Indore,25.5,51,0.0,26.2,Rainy,Cucumber
2017-03-13,Hyderabad,17.3,100,0.0,10.5,Foggy,Gram
2015-01-12,Kochi,34.6,52,0.0,45.4,Stormy,Watermelon
2022-03-23,Nagpur,12.5,96,0.0,5.7,Foggy,Mustard
2019-10-04,Bhopal,27.0,29,142.6,18.1,Drizzle,Soybean
2022-03-09,Chandigarh,27.2,73,0.0,17.1,Sunny,Pumpkin
2016-11-30,Indore,22.4,22,0.0,22.2,Drizzle,Pumpkin
2015-03-13,Jaipur,39.1,64,0.0,42.5,Foggy,Muskmelon
2020-04-09,Ahmedabad,33.7,20,0.0,21.5,Drizzle,Cucumber
2015-05-04,Visakhapatnam,27.6,61,0.0,32.1,Sunny,Muskmelon
2021-10-24,Indore,29.8,45,0.0,25.0,Foggy,Cucumber
2023-12-17,Delhi,16.8,40,0.0,14.0,Cloudy,Mustard
2023-11-09,Mumbai,32.1,76,0.0,33.4,Stormy,Bitter Gourd
2018-05-30,Delhi,35.0,95,0.0,7.9,Foggy,Pumpkin
2018-10-10,Patna,27.7,69,0.0,11.3,Rainy,Pumpkin
2022-04-10,Visakhapatnam,37.0,75,193.0,12.3,Drizzle,Jute
2024-05-11,Kolkata,40.5,38,215.5,43.2,Stormy,Soybean
2015-10-02,Nagpur,40.8,69,0.0,27.7,Hazy,Watermelon
2020-04-17,Bangalore,37.6,87,0.0,45.7,Foggy,Muskmelon
2015-07-06,Mumbai,29.7,93,123.1,35.5,Sunny,Groundnut
2020-05-07,Lucknow,17.2,36,0.0,18.7,Stormy,Peas
2022-10-12,Pune,27.7,88,0.0,3.5,Foggy,Cucumber
2024-01-16,Mumbai,10.3,86,0.0,12.9,Foggy,Barley
2017-06-08,Bhopal,25.1,39,0.0,11.1,Rainy,Pumpkin
2019-04-16,Ahmedabad,43.2,35,0.0,21.0,Cloudy,Watermelon
2022-10-09,Delhi,15.8,85,0.0,0.9,Cloudy,Wheat
2015-02-11,Jaipur,42.8,43,0.0,36.9,Rainy,Pumpkin
2024-07-28,Kolkata,33.2,47,51.9,31.7,Rainy,Pumpkin
2022-06-05,Coimbatore,28.4,46,0.0,16.1,Stormy,Bitter Gourd
2018-08-27,Kochi,26.7,52,210.5,21.3,Cloudy,Cotton
2021-11-02,Hyderabad,18.1,65,0.0,30.7,Rainy,Barley
2021-11-20,Bhopal,33.8,36,0.0,9.0,Cloudy,Pumpkin
2016-04-01,Bangalore,24.9,63,0.0,34.1,Stormy,Watermelon
2018-07-11,Coimbatore,15.0,62,0.0,0.8,Cloudy,Lentils
2024-04-25,Mumbai,43.0,53,0.0,34.4,Drizzle,Cucumber
2015-01-25,Lucknow,19.6,64,0.0,3.1,Sunny,Lentils
2018-03-31,Bangalore,16.1,63,0.0,16.7,Rainy,Peas
2018-05-26,Indore,13.6,51,0.0,11.4,Drizzle,Peas
2019-07-13,Lucknow,42.0,45,0.0,25.9,Foggy,Cucumber
2021-05-05,Bhopal,31.2,31,0.0,44.2,Drizzle,Pumpkin
2019-08-24,Pune,21.6,66,0.0,39.5,Cloudy,Bitter Gourd
2018-11-11,Visakhapatnam,12.7,84,0.0,28.1,Sunny,Peas
2022-05-16,Patna,12.1,60,0.0,6.0,Rainy,Lentils
2019-12-07,Delhi,26.4,90,149.1,1.5,Hazy,Millets
2015-10-15,Patna,17.6,72,0.0,9.5,Drizzle,Lentils
2019-09-05,Visakhapatnam,34.3,94,217.9,10.5,Hazy,Rice
2023-05-12,Hyderabad,14.7,67,77.2,36.3,Rainy,Muskmelon
2022-10-11,Patna,39.4,51,0.0,26.2,Cloudy,Watermelon
2016-10-25,Lucknow,10.0,83,12.2,8.3,Cloudy,Lentils
2020-11-28,Hyderabad,23.9,21,0.0,10.4,Drizzle,Cucumber
2016-04-07,Ahmedabad,22.4,37,0.0,30.2,Hazy,Watermelon
2018-09-27,Mumbai,33.6,38,0.0,37.1,Foggy,Cucumber
2021-07-24,Indore,33.6,29,0.0,28.9,Hazy,Watermelon
2023-01-03,Delhi,41.1,93,254.7,9.7,Foggy,Soybean
2022-08-20,Delhi,14.6,36,0.0,7.8,Rainy,Wheat
2023-09-20,Chandigarh,12.1,28,0.0,45.2,Foggy,Wheat
2015-11-02,Bangalore,34.7,50,0.0,41.9,Foggy,Bitter Gourd
2023-11-29,Mumbai,42.4,46,0.0,29.9,Cloudy,Pumpkin
2020-09-21,Kochi,23.6,80,0.0,38.6,Drizzle,Cucumber
2019-11-03,Patna,32.7,73,269.1,13.4,Foggy,Maize
2018-05-25,Bhopal,43.9,41,0.0,3.8,Sunny,Bitter Gourd
2021-05-12,Bangalore,12.0,30,0.0,31.6,Cloudy,Wheat
2024-10-06,Patna,16.2,93,0.0,29.9,Foggy,Peas
2019-04-14,Kolkata,21.5,85,250.1,9.4,Cloudy,Pumpkin
2022-09-21,Chennai,36.2,86,0.0,28.8,Foggy,Pumpkin
2023-02-19,Bangalore,20.6,50,172.9,23.1,Stormy,Bitter Gourd
2022-03-10,Chandigarh,38.9,63,0.0,38.0,Hazy,Bitter Gourd
2021-03-17,Patna,34.6,67,239.1,33.8,Foggy,Cotton
2020-09-17,Chandigarh,21.2,27,0.0,36.8,Foggy,Muskmelon
2016-11-19,Lucknow,35.9,77,258.1,40.7,Foggy,Pigeon Pea
2020-01-09,Hyderabad,36.1,30,0.0,38.5,Foggy,Cucumber
2015-02-05,Indore,13.3,51,0.0,42.5,Drizzle,Mustard
2019-08-09,Indore,15.1,23,119.6,48.4,Hazy,Pumpkin
2020-05-01,Visakhapatnam,33.4,75,293.4,41.1,Rainy,Cotton
2016-04-12,Pune,16.7,92,170.9,30.4,Rainy,Muskmelon
2015-10-16,Coimbatore,33.1,68,0.0,42.4,Stormy,Bitter Gourd
2017-09-24,Kochi,24.3,20,0.0,6.8,Cloudy,Muskmelon
2016-06-20,Patna,16.3,20,0.0,37.5,Sunny,Peas
2016-01-18,Hyderabad,27.2,39,0.0,49.2,Stormy,Cucumber
2019-12-19,Pune,29.8,43,52.6,35.9,Foggy,Pumpkin
2021-04-11,Chennai,13.2,50,0.0,20.2,Stormy,Barley
2018-01-07,Chandigarh,38.6,42,0.0,29.3,Drizzle,Muskmelon
2016-05-19,Kochi,20.4,33,89.8,38.9,Drizzle,Cucumber
2022-03-11,Pune,43.7,63,0.0,46.1,Rainy,Cucumber
2024-09-14,Patna,36.1,93,0.0,24.9,Cloudy,Watermelon
2019-04-26,Chennai,45.0,61,0.0,26.4,Foggy,Pumpkin
2023-10-05,Chandigarh,12.4,97,296.5,37.3,Rainy,Pumpkin
2023-06-09,Mumbai,23.5,81,0.0,34.2,Foggy,Cucumber
2015-04-21,Hyderabad,36.0,24,0.0,33.1,Rainy,Bitter Gourd
2024-02-10,Patna,38.8,78,0.0,14.3,Drizzle,Muskmelon
2021-03-21,Delhi,19.2,28,300.0,21.7,Hazy,Watermelon
2021-05-11,Bhopal,20.8,56,6.6,27.9,Drizzle,Pumpkin
2024-12-18,Chennai,27.7,27,0.0,31.1,Rainy,Muskmelon
2015-08-20,Hyderabad,11.5,27,0.0,36.5,Hazy,Lentils
2024-11-15,Pune,32.8,36,0.0,10.3,Sunny,Pumpkin
2024-08-20,Bangalore,30.4,43,0.0,42.7,Foggy,Muskmelon
2022-03-01,Chennai,26.5,40,0.0,15.8,Rainy,Bitter Gourd
2024-04-05,Nagpur,11.0,73,0.0,12.8,Sunny,Peas
2019-05-15,Chennai,43.0,93,0.0,8.2,Cloudy,Bitter Gourd
2019-09-08,Visakhapatnam,14.1,85,0.0,41.1,Sunny,Lentils
2016-05-30,Nagpur,40.2,59,0.0,9.5,Cloudy,Watermelon
2016-06-19,Bangalore,24.8,63,0.0,11.5,Foggy,Bitter Gourd
2017-08-13,Indore,15.7,86,0.0,37.9,Cloudy,Peas
2020-11-26,Coimbatore,35.1,61,62.4,33.6,Cloudy,Pumpkin
2018-08-30,Visakhapatnam,31.6,66,0.0,45.6,Stormy,Bitter Gourd
2016-12-31,Kolkata,32.3,25,39.0,3.2,Cloudy,Cucumber
2021-12-04,Nagpur,19.1,60,0.0,17.1,Sunny,Wheat
2022-03-06,Pune,26.4,38,0.0,43.6,Hazy,Cucumber
2019-04-04,Chennai,28.8,91,0.0,47.6,Drizzle,Bitter Gourd
2017-12-13,Indore,20.8,67,0.0,46.8,Cloudy,Muskmelon
2019-04-05,Jaipur,17.6,47,0.0,35.9,Rainy,Gram
2017-11-20,Bangalore,39.8,27,0.0,36.4,Rainy,Pumpkin
2023-07-08,Indore,12.9,55,126.7,18.7,Stormy,Bitter Gourd
2021-10-10,Delhi,11.2,37,0.0,27.4,Cloudy,Gram
2022-08-13,Bhopal,18.2,86,0.0,34.7,Hazy,Mustard
2017-09-22,Bhopal,43.7,45,0.0,12.9,Foggy,Pumpkin
2017-09-07,Visakhapatnam,12.0,52,0.0,3.6,Sunny,Peas
2024-01-02,Chennai,17.7,24,0.0,1.7,Rainy,Gram
2019-10-23,Lucknow,43.2,59,0.0,28.3,Hazy,Bitter Gourd
2024-09-14,Patna,35.3,78,248.7,10.5,Hazy,Maize
2023-03-21,Coimbatore,28.5,59,0.0,36.8,Stormy,Watermelon
2023-05-16,Indore,25.4,57,0.0,4.4,Cloudy,Pumpkin
2015-11-29,Lucknow,14.3,35,0.0,40.6,Stormy,Wheat
2016-10-21,Pune,23.6,75,70.5,22.2,Stormy,Cucumber
2024-04-03,Lucknow,44.6,25,0.0,38.2,Foggy,Watermelon
2015-11-29,Chennai,26.6,79,0.0,36.1,Hazy,Pumpkin
2017-04-05,Patna,39.6,64,0.0,40.2,Hazy,Watermelon
2019-02-22,Kochi,10.1,91,21.3,6.5,Rainy,Barley
2017-01-06,Coimbatore,44.8,50,0.0,3.7,Foggy,Bitter Gourd
2023-09-23,Kochi,28.0,39,186.4,31.3,Drizzle,Maize
2015-10-01,Bhopal,13.8,39,157.9,15.8,Foggy,Muskmelon
2015-05-26,Hyderabad,44.7,49,108.0,40.3,Hazy,Pigeon Pea
2021-08-27,Chennai,41.2,96,0.0,36.7,Stormy,Bitter Gourd
2023-05-01,Visakhapatnam,11.7,100,0.0,39.3,Cloudy,Barley
2018-06-03,Mumbai,29.6,78,0.0,19.6,Foggy,Bitter Gourd
2016-05-29,Chennai,16.2,24,0.0,42.5,Stormy,Barley
2023-05-21,Pune,14.3,23,0.0,27.5,Cloudy,Wheat
2022-03-16,Ahmedabad,27.4,54,0.0,26.1,Rainy,Bitter Gourd
2023-07-22,Ahmedabad,34.1,61,0.0,49.8,Rainy,Watermelon
2021-12-28,Jaipur,22.7,98,0.0,36.9,Rainy,Watermelon
2018-03-08,Bhopal,19.9,24,0.0,41.2,Hazy,Wheat
2024-09-14,Kolkata,25.9,20,0.0,7.5,Foggy,Pumpkin
2021-05-27,Mumbai,29.4,78,0.0,18.8,Stormy,Pumpkin
2016-04-04,Coimbatore,38.3,96,0.0,11.8,Sunny,Pumpkin
2019-11-21,Jaipur,34.7,57,76.4,13.7,Foggy,Bitter Gourd
2017-04-06,Kolkata,32.2,77,181.2,10.2,Stormy,Rice
2022-06-12,Chennai,13.8,68,0.0,12.7,Hazy,Mustard
2023-09-20,Hyderabad,25.5,21,0.0,15.7,Sunny,Pumpkin
2017-01-09,Bhopal,43.6,43,253.7,24.7,Stormy,Maize
2024-12-07,Bangalore,24.5,48,0.0,41.0,Drizzle,Cucumber
2015-10-01,Jaipur,41.3,69,99.9,35.5,Foggy,Pumpkin
2016-01-24,Bhopal,44.6,51,0.0,13.4,Foggy,Bitter Gourd
2016-03-04,Mumbai,15.6,60,0.0,6.1,Rainy,Gram
2018-12-18,Delhi,14.0,58,0.0,31.9,Rainy,Gram
2015-02-06,Kolkata,28.2,94,0.0,23.6,Foggy,Watermelon
2019-01-22,Visakhapatnam,21.6,37,0.0,41.8,Rainy,Watermelon
2023-03-09,Coimbatore,12.5,81,0.0,12.7,Drizzle,Mustard
2018-09-15,Chennai,25.3,88,0.0,13.1,Drizzle,Pumpkin
2015-10-10,Visakhapatnam,44.7,73,52.7,8.2,Foggy,Pumpkin
2023-06-21,Chennai,30.2,34,0.0,26.3,Cloudy,Pumpkin
2015-09-19,Pune,37.4,78,0.0,15.7,Hazy,Cucumber
2024-10-03,Chandigarh,14.3,28,228.1,5.9,Foggy,Cucumber
2017-05-10,Pune,26.6,92,0.0,12.0,Foggy,Bitter Gourd
2015-08-14,Kolkata,11.4,84,43.8,47.6,Drizzle,Peas
2018-03-31,Delhi,24.0,57,15.4,45.3,Hazy,Pumpkin
2016-12-18,Bangalore,16.3,74,0.0,2.5,Foggy,Gram
2017-02-22,Lucknow,28.5,80,0.0,38.7,Cloudy,Watermelon
2016-02-15,Nagpur,13.4,96,0.0,15.1,Rainy,Wheat
2021-03-01,Bhopal,18.8,32,0.0,50.0,Cloudy,Peas
2021-04-21,Chennai,27.3,98,120.1,37.8,Hazy,Jute
2023-12-05,Indore,29.0,43,0.0,35.7,Hazy,Muskmelon
2019-04-12,Bangalore,38.7,84,0.0,32.1,Sunny,Bitter Gourd
2016-02-21,Visakhapatnam,32.3,73,0.0,25.3,Foggy,Bitter Gourd
2023-02-21,Nagpur,35.7,54,295.4,49.3,Cloudy,Jute
2020-07-19,Chandigarh,17.4,84,0.0,42.6,Hazy,Wheat
2019-05-16,Hyderabad,44.1,36,0.0,25.5,Stormy,Bitter Gourd
2020-06-10,Hyderabad,34.1,81,0.0,33.1,Cloudy,Watermelon
2024-10-20,Bangalore,31.5,69,24.3,33.5,Hazy,Pumpkin
2019-12-21,Kolkata,16.9,74,0.0,40.2,Drizzle,Mustard
2016-10-13,Patna,16.0,80,0.0,20.0,Hazy,Wheat
2019-03-30,Pune,10.5,27,241.7,0.4,Drizzle,Cucumber
2024-08-28,Nagpur,11.5,36,0.0,34.6,Rainy,Wheat
2016-01-12,Jaipur,27.2,64,0.0,46.3,Drizzle,Bitter Gourd
2016-09-07,Coimbatore,37.7,64,23.4,30.5,Stormy,Cucumber
2021-07-26,Bhopal,42.8,43,298.7,37.6,Foggy,Millets
2024-09-13,Chennai,12.5,54,89.2,33.7,Foggy,Pumpkin
2022-09-16,Hyderabad,29.8,43,0.0,26.7,Sunny,Pumpkin
2016-12-20,Pune,13.3,47,0.0,5.9,Sunny,Gram
2015-01-17,Patna,23.0,28,0.0,42.9,Sunny,Muskmelon
2020-04-14,Kolkata,34.1,86,0.0,20.5,Cloudy,Bitter Gourd
2019-11-29,Delhi,43.2,62,226.2,33.8,Sunny,Jute
2015-04-20,Nagpur,17.9,26,0.0,35.0,Cloudy,Peas
2020-07-26,Kolkata,36.6,31,0.0,27.5,Hazy,Bitter Gourd
2019-08-31,Hyderabad,33.6,74,0.0,35.2,Rainy,Muskmelon
2019-03-07,Ahmedabad,19.3,56,0.0,15.9,Hazy,Gram
2018-03-16,Bhopal,18.5,78,116.6,20.7,Drizzle,Watermelon
2019-07-18,Bhopal,32.0,100,286.4,12.8,Cloudy,Rice
2019-04-30,Bhopal,38.7,92,0.0,28.1,Foggy,Watermelon
2016-02-12,Chennai,30.8,73,0.0,26.5,Rainy,Muskmelon
2019-10-31,Kolkata,15.8,49,46.8,13.7,Sunny,Wheat
2017-09-23,Lucknow,44.2,48,0.0,37.0,Stormy,Muskmelon
2023-02-25,Coimbatore,22.0,21,0.0,43.7,Hazy,Pumpkin
2018-09-20,Chandigarh,35.9,91,47.8,12.9,Hazy,Muskmelon
2024-05-10,Nagpur,10.9,38,0.0,46.3,Hazy,Wheat
2022-03-05,Lucknow,40.1,93,0.0,25.0,Rainy,Watermelon
2016-05-25,Kolkata,23.5,70,0.0,11.1,Sunny,Muskmelon
2019-01-19,Kolkata,22.7,93,280.8,17.0,Hazy,Watermelon
2020-08-29,Ahmedabad,28.1,86,0.0,6.5,Rainy,Watermelon
2023-12-12,Jaipur,25.6,61,0.0,46.0,Sunny,Cucumber
2020-04-11,Visakhapatnam,44.3,96,0.0,25.8,Rainy,Pumpkin
2016-11-27,Visakhapatnam,13.0,33,0.0,17.6,Rainy,Peas
2023-10-13,Bangalore,41.4,92,0.0,30.7,Foggy,Cucumber
2017-12-04,Chandigarh,31.8,35,0.0,28.7,Stormy,Muskmelon
2016-02-07,Lucknow,22.1,63,0.0,34.5,Sunny,Cucumber
2018-02-03,Pune,32.9,100,0.0,15.0,Drizzle,Muskmelon
2019-11-21,Visakhapatnam,34.6,25,0.0,13.3,Sunny,Bitter Gourd
2016-04-29,Coimbatore,20.3,45,0.0,23.6,Hazy,Watermelon
2024-07-17,Bangalore,27.5,40,0.0,2.5,Stormy,Cucumber
2024-01-07,Kolkata,16.8,36,168.2,17.5,Rainy,Watermelon
2017-06-30,Chennai,39.6,98,228.6,35.9,Hazy,Soybean
2016-04-04,Pune,44.4,69,0.0,42.6,Stormy,Bitter Gourd
2019-02-18,Visakhapatnam,13.8,92,0.0,9.4,Stormy,Barley
2018-03-25,Nagpur,28.4,43,0.0,1.5,Foggy,Muskmelon
2016-02-28,Ahmedabad,17.5,84,0.0,47.2,Cloudy,Gram
2024-10-17,Kolkata,41.6,56,0.0,40.7,Sunny,Muskmelon
2023-05-26,Chandigarh,33.2,46,0.0,27.6,Sunny,Cucumber
2024-03-20,Mumbai,40.4,98,0.0,42.7,Drizzle,Bitter Gourd
2023-04-01,Kolkata,18.0,99,0.0,27.9,Cloudy,Wheat
2023-10-22,Nagpur,31.3,65,0.0,3.0,Sunny,Bitter Gourd
2024-03-23,Chennai,27.7,21,0.0,11.1,Sunny,Pumpkin
2022-03-18,Mumbai,36.1,44,0.0,39.0,Rainy,Pumpkin
2015-11-29,Chandigarh,33.7,50,0.0,6.2,Foggy,Cucumber
2017-06-23,Visakhapatnam,40.6,26,50.0,19.5,Rainy,Watermelon
2016-11-15,Nagpur,15.3,99,0.0,25.4,Sunny,Barley
2019-07-14,Jaipur,22.0,71,0.0,41.6,Rainy,Muskmelon
2018-03-08,Chennai,30.4,64,0.0,23.8,Drizzle,Watermelon
2020-03-01,Nagpur,15.7,36,0.0,49.2,Drizzle,Gram
2016-12-20,Kochi,16.4,37,0.0,15.8,Sunny,Barley
2018-04-23,Kochi,29.2,79,0.0,19.1,Stormy,Watermelon
2016-11-17,Bhopal,28.9,72,0.0,35.1,Stormy,Bitter Gourd
2024-09-03,Lucknow,37.3,47,0.0,4.4,Hazy,Watermelon
2021-05-02,Kolkata,13.5,91,294.0,34.5,Foggy,Muskmelon
2020-10-25,Chennai,16.2,72,0.0,24.3,Hazy,Wheat
2024-08-26,Lucknow,19.4,90,279.3,6.9,Cloudy,Watermelon
2021-10-28,Kochi,25.6,92,9.6,28.2,Rainy,Cucumber
2021-08-08,Chandigarh,41.0,54,0.0,22.3,Stormy,Pumpkin
2017-08-13,Mumbai,35.9,22,0.0,47.6,Rainy,Watermelon
2019-12-16,Ahmedabad,23.3,95,0.0,22.8,Stormy,Bitter Gourd
2019-08-08,Hyderabad,34.7,82,270.2,23.0,Sunny,Cotton
2017-03-30,Chennai,22.4,85,0.0,3.3,Stormy,Watermelon
2022-09-04,Indore,21.2,50,0.0,38.3,Drizzle,Watermelon
2022-01-09,Ahmedabad,42.1,68,113.4,19.6,Cloudy,Cotton
2021-01-02,Jaipur,29.7,80,0.0,17.4,Sunny,Muskmelon
2016-11-24,Bhopal,33.7,22,0.0,44.6,Drizzle,Muskmelon
2022-03-28,Patna,31.6,66,96.4,15.2,Drizzle,Pumpkin
2021-11-17,Bangalore,27.7,43,0.0,26.1,Hazy,Cucumber
2020-06-30,Hyderabad,30.3,87,48.8,48.7,Rainy,Watermelon
2015-04-21,Pune,34.0,88,0.0,10.5,Foggy,Cucumber
2017-07-23,Coimbatore,30.3,56,0.0,41.0,Rainy,Muskmelon
2024-06-30,Bhopal,30.1,26,145.8,38.1,Hazy,Maize
2019-04-19,Chennai,38.9,84,0.0,24.6,Foggy,Cucumber
2017-06-01,Chennai,39.1,82,0.0,18.0,Sunny,Bitter Gourd
2018-09-04,Patna,33.2,78,158.2,27.7,Stormy,Soybean
2015-10-17,Indore,13.4,59,54.2,6.7,Rainy,Pumpkin
2016-11-12,Nagpur,14.8,84,0.0,41.5,Rainy,Lentils
2023-11-29,Bangalore,28.2,36,81.9,12.3,Hazy,Pumpkin
2019-12-22,Chennai,34.2,63,0.0,40.2,Stormy,Cucumber
2020-08-05,Mumbai,44.6,38,0.0,31.8,Foggy,Bitter Gourd
2021-03-27,Indore,19.6,26,0.0,35.6,Hazy,Wheat
2017-09-14,Hyderabad,17.1,40,0.0,39.9,Hazy,Mustard
2016-11-02,Coimbatore,26.9,48,285.8,21.9,Rainy,Jute
2023-08-05,Nagpur,29.9,57,104.7,31.7,Hazy,Cotton
2015-06-07,Nagpur,11.6,30,0.0,12.5,Sunny,Barley
2021-01-08,Chennai,11.9,35,0.0,30.5,Drizzle,Mustard
2024-03-18,Visakhapatnam,20.9,30,0.0,14.5,Cloudy,Muskmelon
2018-09-03,Indore,37.2,79,0.0,27.4,Foggy,Cucumber
2023-06-29,Chandigarh,20.7,34,0.0,36.8,Rainy,Bitter Gourd
2016-01-05,Lucknow,30.8,76,41.2,6.2,Cloudy,Bitter Gourd
2022-11-23,Visakhapatnam,22.3,45,0.0,43.1,Rainy,Cucumber
2017-05-05,Hyderabad,34.8,82,0.0,7.1,Drizzle,Muskmelon
2015-04-17,Delhi,16.4,95,0.0,1.1,Cloudy,Wheat
2016-01-11,Bangalore,39.8,70,184.2,37.7,Sunny,Soybean
2020-12-18,Kolkata,35.6,82,0.0,16.9,Cloudy,Bitter Gourd
2022-03-17,Bangalore,40.0,33,213.9,2.4,Hazy,Cotton
